,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
2991,28,2018-02-22,,Saint Francis (PA),L,82.0,90.0,26.0,59.0,0.441,9.0,19.0,0.474,21.0,23.0,0.9129999999999999,6.0,25.0,13.0,5.0,2.0,8.0,22.0,,30.0,58.0,0.517,8.0,19.0,0.42100000000000004,22.0,29.0,0.759,9.0,30.0,11.0,6.0,6.0,10.0,18.0,Fairleigh Dickinson
2992,29,2018-02-24,,Bryant,W,87.0,83.0,32.0,64.0,0.5,8.0,21.0,0.381,15.0,19.0,0.789,10.0,35.0,14.0,6.0,4.0,20.0,17.0,,25.0,60.0,0.41700000000000004,12.0,26.0,0.462,21.0,22.0,0.955,7.0,27.0,13.0,12.0,1.0,18.0,21.0,Fairleigh Dickinson
2993,30,2018-02-28,@,Saint Francis (PA),W,84.0,75.0,31.0,64.0,0.484,9.0,21.0,0.429,13.0,19.0,0.684,17.0,35.0,16.0,5.0,2.0,8.0,18.0,,27.0,56.0,0.48200000000000004,7.0,18.0,0.389,14.0,18.0,0.778,9.0,28.0,12.0,3.0,5.0,10.0,17.0,Fairleigh Dickinson
2994,31,2018-03-03,@,LIU-Brooklyn,L,77.0,78.0,26.0,59.0,0.441,6.0,14.0,0.429,19.0,27.0,0.7040000000000001,12.0,40.0,13.0,4.0,1.0,14.0,13.0,,29.0,67.0,0.433,9.0,27.0,0.33299999999999996,11.0,14.0,0.7859999999999999,9.0,28.0,16.0,9.0,2.0,9.0,20.0,Fairleigh Dickinson
2996,1,2017-11-10,@,Grand Canyon,L,51.0,67.0,19.0,49.0,0.38799999999999996,4.0,13.0,0.308,9.0,14.0,0.643,5.0,28.0,8.0,8.0,5.0,22.0,19.0,,26.0,59.0,0.441,7.0,22.0,0.318,8.0,16.0,0.5,13.0,36.0,12.0,9.0,4.0,17.0,15.0,Florida A&M
2997,2,2017-11-11,@,UNLV,L,66.0,108.0,25.0,75.0,0.33299999999999996,5.0,20.0,0.25,11.0,15.0,0.733,17.0,31.0,13.0,6.0,3.0,15.0,22.0,,41.0,78.0,0.526,7.0,18.0,0.389,19.0,24.0,0.792,22.0,52.0,27.0,8.0,8.0,14.0,18.0,Florida A&M
2998,3,2017-11-16,@,Miami (FL),L,59.0,90.0,24.0,59.0,0.40700000000000003,5.0,16.0,0.313,6.0,6.0,1.0,5.0,24.0,12.0,6.0,2.0,15.0,18.0,,34.0,58.0,0.586,12.0,26.0,0.462,10.0,22.0,0.455,7.0,34.0,15.0,8.0,5.0,11.0,12.0,Florida A&M
2999,4,2017-11-18,@,Mississippi State,L,48.0,79.0,18.0,64.0,0.281,5.0,19.0,0.263,7.0,12.0,0.583,13.0,38.0,6.0,4.0,2.0,22.0,11.0,,33.0,62.0,0.532,7.0,24.0,0.292,6.0,9.0,0.667,6.0,36.0,19.0,9.0,13.0,17.0,11.0,Florida A&M
3000,5,2017-11-20,,Albany State (GA),W,77.0,59.0,28.0,60.0,0.467,8.0,21.0,0.381,13.0,25.0,0.52,9.0,32.0,11.0,9.0,5.0,15.0,14.0,,23.0,54.0,0.426,6.0,16.0,0.375,7.0,12.0,0.583,8.0,29.0,9.0,8.0,2.0,20.0,22.0,Florida A&M
3001,6,2017-11-22,@,North Dakota State,L,66.0,80.0,26.0,63.0,0.413,5.0,16.0,0.313,9.0,11.0,0.818,7.0,30.0,15.0,3.0,2.0,8.0,20.0,,26.0,52.0,0.5,11.0,25.0,0.44,17.0,23.0,0.7390000000000001,6.0,30.0,14.0,5.0,4.0,6.0,14.0,Florida A&M
3002,7,2017-11-24,@,Green Bay,L,50.0,57.0,21.0,57.0,0.368,1.0,14.0,0.071,7.0,15.0,0.467,14.0,32.0,9.0,5.0,5.0,15.0,21.0,,14.0,45.0,0.311,5.0,17.0,0.294,24.0,29.0,0.828,8.0,34.0,10.0,8.0,1.0,14.0,21.0,Florida A&M
3003,8,2017-11-26,@,Stephen F. Austin,L,63.0,79.0,18.0,45.0,0.4,7.0,17.0,0.41200000000000003,20.0,24.0,0.833,7.0,25.0,10.0,8.0,1.0,24.0,23.0,,29.0,54.0,0.537,4.0,12.0,0.33299999999999996,17.0,24.0,0.708,8.0,28.0,14.0,12.0,5.0,15.0,22.0,Florida A&M
3004,9,2017-11-29,@,Texas,L,58.0,82.0,21.0,52.0,0.40399999999999997,7.0,17.0,0.41200000000000003,9.0,15.0,0.6,9.0,27.0,9.0,3.0,0.0,16.0,20.0,,34.0,59.0,0.5760000000000001,4.0,19.0,0.21100000000000002,10.0,23.0,0.435,15.0,36.0,11.0,7.0,7.0,11.0,16.0,Florida A&M
3005,10,2017-12-02,@,Murray State,L,59.0,80.0,22.0,57.0,0.386,5.0,17.0,0.294,10.0,11.0,0.909,13.0,31.0,6.0,2.0,5.0,13.0,17.0,,31.0,65.0,0.47700000000000004,5.0,21.0,0.23800000000000002,13.0,21.0,0.619,15.0,37.0,17.0,9.0,4.0,5.0,13.0,Florida A&M
3006,11,2017-12-09,@,Mercer,L,64.0,82.0,23.0,51.0,0.451,12.0,23.0,0.522,6.0,11.0,0.545,6.0,20.0,15.0,5.0,4.0,7.0,18.0,,27.0,52.0,0.519,14.0,29.0,0.483,14.0,21.0,0.667,9.0,35.0,17.0,3.0,0.0,8.0,12.0,Florida A&M
3007,12,2017-12-11,,North Florida,L,89.0,101.0,34.0,70.0,0.486,8.0,19.0,0.42100000000000004,13.0,22.0,0.591,10.0,29.0,18.0,4.0,0.0,10.0,10.0,,39.0,71.0,0.5489999999999999,16.0,35.0,0.457,7.0,11.0,0.636,12.0,37.0,21.0,5.0,1.0,16.0,20.0,Florida A&M
3008,13,2017-12-14,@,Southern,L,50.0,68.0,16.0,45.0,0.35600000000000004,4.0,18.0,0.222,14.0,23.0,0.609,9.0,28.0,7.0,9.0,7.0,24.0,17.0,,22.0,55.0,0.4,7.0,17.0,0.41200000000000003,17.0,23.0,0.7390000000000001,13.0,33.0,16.0,14.0,4.0,15.0,19.0,Florida A&M
3009,14,2017-12-17,@,Georgia Tech,L,54.0,79.0,20.0,62.0,0.32299999999999995,5.0,15.0,0.33299999999999996,9.0,15.0,0.6,12.0,33.0,14.0,6.0,3.0,17.0,17.0,,28.0,59.0,0.475,6.0,15.0,0.4,17.0,27.0,0.63,12.0,42.0,15.0,11.0,7.0,14.0,16.0,Florida A&M
3010,15,2017-12-21,@,Fordham,L,69.0,79.0,26.0,51.0,0.51,8.0,17.0,0.47100000000000003,9.0,16.0,0.563,2.0,21.0,18.0,7.0,3.0,13.0,19.0,,26.0,53.0,0.491,12.0,25.0,0.48,15.0,18.0,0.833,5.0,26.0,19.0,11.0,0.0,10.0,14.0,Florida A&M
3011,16,2017-12-29,@,Ball State,L,54.0,75.0,21.0,53.0,0.396,4.0,14.0,0.28600000000000003,8.0,13.0,0.615,6.0,28.0,5.0,6.0,7.0,16.0,22.0,,24.0,58.0,0.414,10.0,26.0,0.385,17.0,20.0,0.85,12.0,35.0,17.0,4.0,1.0,13.0,13.0,Florida A&M
3012,17,2018-01-03,,Howard,W,84.0,76.0,28.0,64.0,0.43799999999999994,6.0,22.0,0.273,22.0,28.0,0.7859999999999999,13.0,31.0,7.0,6.0,0.0,7.0,19.0,,26.0,51.0,0.51,9.0,18.0,0.5,15.0,25.0,0.6,6.0,27.0,11.0,1.0,3.0,12.0,19.0,Florida A&M
3013,18,2018-01-06,@,Morgan State,L,68.0,87.0,23.0,57.0,0.40399999999999997,8.0,19.0,0.42100000000000004,14.0,20.0,0.7,9.0,26.0,12.0,4.0,1.0,18.0,23.0,,29.0,57.0,0.509,6.0,19.0,0.316,23.0,28.0,0.821,8.0,29.0,19.0,9.0,6.0,11.0,18.0,Florida A&M
3014,19,2018-01-08,@,Coppin State,L (2 OT),78.0,79.0,26.0,59.0,0.441,9.0,24.0,0.375,17.0,24.0,0.708,8.0,33.0,11.0,6.0,2.0,21.0,18.0,,27.0,60.0,0.45,5.0,21.0,0.23800000000000002,20.0,28.0,0.7140000000000001,6.0,35.0,16.0,10.0,2.0,19.0,20.0,Florida A&M
3015,20,2018-01-13,@,Bethune-Cookman,L,81.0,99.0,25.0,66.0,0.379,5.0,20.0,0.25,26.0,31.0,0.8390000000000001,9.0,23.0,14.0,6.0,3.0,7.0,16.0,,37.0,66.0,0.561,8.0,18.0,0.444,17.0,21.0,0.81,15.0,49.0,25.0,4.0,2.0,17.0,23.0,Florida A&M
3016,21,2018-01-15,,Delaware State,W (2 OT),94.0,89.0,31.0,65.0,0.47700000000000004,10.0,27.0,0.37,22.0,31.0,0.71,3.0,26.0,12.0,8.0,4.0,7.0,17.0,,33.0,77.0,0.429,7.0,23.0,0.304,16.0,23.0,0.696,18.0,52.0,7.0,0.0,2.0,14.0,23.0,Florida A&M
3017,22,2018-01-27,@,Hampton,W,75.0,71.0,28.0,51.0,0.5489999999999999,10.0,21.0,0.47600000000000003,9.0,13.0,0.6920000000000001,3.0,27.0,19.0,3.0,3.0,20.0,23.0,,22.0,59.0,0.373,5.0,23.0,0.217,22.0,24.0,0.917,11.0,31.0,16.0,2.0,0.0,17.0,17.0,Florida A&M
3018,23,2018-01-29,@,Norfolk State,L,71.0,80.0,22.0,62.0,0.355,8.0,23.0,0.348,19.0,21.0,0.905,5.0,20.0,10.0,4.0,1.0,3.0,22.0,,23.0,48.0,0.479,6.0,15.0,0.4,28.0,37.0,0.757,13.0,43.0,11.0,1.0,4.0,15.0,17.0,Florida A&M
3019,24,2018-01-31,,Savannah State,L,100.0,107.0,38.0,75.0,0.507,3.0,15.0,0.2,21.0,31.0,0.677,13.0,32.0,10.0,7.0,3.0,10.0,18.0,,38.0,68.0,0.5589999999999999,14.0,34.0,0.41200000000000003,17.0,21.0,0.81,9.0,38.0,10.0,7.0,0.0,17.0,26.0,Florida A&M
3020,25,2018-02-03,@,Howard,L (1 OT),80.0,83.0,29.0,64.0,0.45299999999999996,5.0,15.0,0.33299999999999996,17.0,22.0,0.773,8.0,30.0,14.0,3.0,5.0,12.0,20.0,,30.0,68.0,0.441,9.0,23.0,0.391,14.0,24.0,0.583,12.0,36.0,14.0,4.0,6.0,11.0,16.0,Florida A&M
3021,26,2018-02-05,@,Maryland-Eastern Shore,L,61.0,62.0,23.0,54.0,0.426,5.0,15.0,0.33299999999999996,10.0,13.0,0.769,5.0,28.0,12.0,8.0,5.0,16.0,17.0,,22.0,57.0,0.386,4.0,16.0,0.25,14.0,21.0,0.667,11.0,37.0,5.0,8.0,0.0,14.0,12.0,Florida A&M
3022,27,2018-02-10,,North Carolina Central,W,65.0,56.0,24.0,56.0,0.429,7.0,19.0,0.368,10.0,12.0,0.833,6.0,30.0,8.0,5.0,1.0,8.0,11.0,,24.0,68.0,0.353,5.0,22.0,0.22699999999999998,3.0,6.0,0.5,18.0,40.0,11.0,3.0,1.0,15.0,14.0,Florida A&M
3023,28,2018-02-12,,Morgan State,L,48.0,74.0,14.0,45.0,0.311,5.0,14.0,0.35700000000000004,15.0,20.0,0.75,3.0,19.0,7.0,6.0,2.0,13.0,17.0,,30.0,58.0,0.517,1.0,10.0,0.1,13.0,14.0,0.929,10.0,39.0,10.0,6.0,8.0,11.0,17.0,Florida A&M
3024,29,2018-02-17,@,Delaware State,W,66.0,63.0,26.0,50.0,0.52,9.0,19.0,0.474,5.0,7.0,0.7140000000000001,8.0,29.0,13.0,6.0,4.0,10.0,12.0,,23.0,54.0,0.426,8.0,22.0,0.364,9.0,15.0,0.6,11.0,27.0,10.0,4.0,2.0,10.0,12.0,Florida A&M
3025,30,2018-02-24,,North Carolina A&T,W,83.0,77.0,30.0,57.0,0.526,7.0,15.0,0.467,16.0,19.0,0.8420000000000001,6.0,24.0,9.0,5.0,4.0,8.0,20.0,,29.0,54.0,0.537,3.0,14.0,0.214,16.0,25.0,0.64,7.0,27.0,12.0,3.0,0.0,10.0,18.0,Florida A&M
3026,31,2018-02-26,,South Carolina State,W,76.0,74.0,23.0,54.0,0.426,4.0,17.0,0.235,26.0,32.0,0.813,6.0,33.0,4.0,3.0,4.0,12.0,20.0,,27.0,65.0,0.415,2.0,16.0,0.125,18.0,26.0,0.6920000000000001,14.0,39.0,6.0,7.0,2.0,11.0,25.0,Florida A&M
3027,32,2018-03-01,,Bethune-Cookman,L,77.0,89.0,29.0,76.0,0.382,8.0,22.0,0.364,11.0,17.0,0.647,15.0,31.0,6.0,11.0,2.0,9.0,19.0,,31.0,54.0,0.574,5.0,13.0,0.385,22.0,26.0,0.846,8.0,39.0,11.0,5.0,1.0,16.0,14.0,Florida A&M
3028,33,2018-03-06,N,Howard,W,88.0,78.0,25.0,50.0,0.5,9.0,13.0,0.6920000000000001,29.0,35.0,0.8290000000000001,3.0,23.0,17.0,7.0,3.0,10.0,19.0,,28.0,63.0,0.444,7.0,24.0,0.292,15.0,21.0,0.7140000000000001,13.0,33.0,11.0,4.0,2.0,13.0,25.0,Florida A&M
3029,34,2018-03-07,N,Hampton,L,71.0,75.0,25.0,63.0,0.397,6.0,20.0,0.3,15.0,17.0,0.882,5.0,31.0,9.0,5.0,3.0,7.0,13.0,,27.0,66.0,0.409,6.0,19.0,0.316,15.0,19.0,0.789,14.0,43.0,17.0,4.0,4.0,10.0,19.0,Florida A&M
3063,1,2017-11-10,@,South Florida,L,59.0,60.0,21.0,59.0,0.35600000000000004,3.0,12.0,0.25,14.0,21.0,0.667,14.0,35.0,8.0,6.0,5.0,11.0,18.0,,20.0,50.0,0.4,5.0,16.0,0.313,15.0,17.0,0.882,4.0,30.0,15.0,6.0,1.0,10.0,18.0,Florida Atlantic
3064,2,2017-11-16,,Edward Waters,W,91.0,59.0,35.0,71.0,0.493,7.0,18.0,0.389,14.0,17.0,0.8240000000000001,13.0,43.0,13.0,12.0,5.0,11.0,12.0,,22.0,55.0,0.4,8.0,18.0,0.444,7.0,9.0,0.778,2.0,24.0,16.0,5.0,2.0,16.0,11.0,Florida Atlantic
3065,3,2017-11-20,@,Towson,L,52.0,76.0,19.0,61.0,0.311,3.0,22.0,0.136,11.0,15.0,0.733,14.0,35.0,6.0,6.0,3.0,14.0,12.0,,31.0,58.0,0.534,9.0,22.0,0.409,5.0,7.0,0.7140000000000001,8.0,34.0,16.0,7.0,1.0,13.0,17.0,Florida Atlantic
3066,4,2017-11-21,N,Northern Illinois,W,77.0,67.0,29.0,61.0,0.475,7.0,13.0,0.5379999999999999,12.0,17.0,0.706,9.0,34.0,8.0,3.0,6.0,11.0,20.0,,21.0,56.0,0.375,1.0,11.0,0.091,24.0,29.0,0.828,9.0,30.0,8.0,4.0,1.0,10.0,15.0,Florida Atlantic
3067,5,2017-11-22,N,Missouri State,L,60.0,71.0,21.0,59.0,0.35600000000000004,5.0,16.0,0.313,13.0,16.0,0.813,11.0,29.0,7.0,9.0,5.0,12.0,12.0,,29.0,63.0,0.46,4.0,12.0,0.33299999999999996,9.0,12.0,0.75,15.0,39.0,16.0,4.0,4.0,15.0,13.0,Florida Atlantic
3068,6,2017-11-28,,Ave Maria,W,91.0,54.0,38.0,68.0,0.5589999999999999,6.0,19.0,0.316,9.0,11.0,0.818,6.0,35.0,17.0,15.0,3.0,12.0,16.0,,18.0,47.0,0.38299999999999995,9.0,20.0,0.45,9.0,15.0,0.6,4.0,27.0,11.0,3.0,1.0,27.0,10.0,Florida Atlantic
3069,7,2017-12-02,,Bethune-Cookman,W,93.0,75.0,28.0,63.0,0.444,8.0,22.0,0.364,29.0,42.0,0.69,7.0,44.0,20.0,5.0,4.0,16.0,22.0,,29.0,69.0,0.42,5.0,23.0,0.217,12.0,24.0,0.5,7.0,38.0,9.0,9.0,1.0,16.0,29.0,Florida Atlantic
3070,8,2017-12-05,@,Florida Gulf Coast,W,92.0,88.0,29.0,64.0,0.45299999999999996,9.0,21.0,0.429,25.0,33.0,0.758,10.0,29.0,8.0,4.0,4.0,7.0,20.0,,34.0,67.0,0.507,6.0,12.0,0.5,14.0,22.0,0.636,11.0,35.0,8.0,4.0,3.0,8.0,23.0,Florida Atlantic
3071,9,2017-12-10,,Webber,W,106.0,46.0,44.0,78.0,0.564,11.0,27.0,0.40700000000000003,7.0,12.0,0.583,15.0,51.0,22.0,8.0,5.0,10.0,13.0,,17.0,64.0,0.266,3.0,23.0,0.13,9.0,17.0,0.529,10.0,28.0,5.0,4.0,4.0,22.0,10.0,Florida Atlantic
3072,10,2017-12-16,,Arkansas State,L,63.0,64.0,22.0,51.0,0.431,4.0,16.0,0.25,15.0,19.0,0.789,6.0,31.0,12.0,6.0,1.0,17.0,21.0,,27.0,60.0,0.45,3.0,17.0,0.17600000000000002,7.0,17.0,0.41200000000000003,8.0,29.0,6.0,10.0,1.0,14.0,14.0,Florida Atlantic
3073,11,2017-12-19,@,Texas Tech,L,54.0,90.0,21.0,58.0,0.36200000000000004,7.0,21.0,0.33299999999999996,5.0,9.0,0.556,9.0,30.0,9.0,2.0,3.0,19.0,15.0,,32.0,65.0,0.49200000000000005,14.0,26.0,0.5379999999999999,12.0,18.0,0.667,8.0,35.0,20.0,12.0,4.0,8.0,10.0,Florida Atlantic
3074,12,2017-12-23,@,Minnesota,L,60.0,95.0,23.0,66.0,0.348,7.0,18.0,0.389,7.0,8.0,0.875,5.0,30.0,15.0,5.0,5.0,10.0,16.0,,35.0,64.0,0.547,11.0,25.0,0.44,14.0,18.0,0.778,6.0,43.0,25.0,4.0,5.0,7.0,9.0,Florida Atlantic
3075,13,2017-12-30,@,Florida International,L,57.0,58.0,22.0,65.0,0.33799999999999997,5.0,20.0,0.25,8.0,11.0,0.727,7.0,39.0,11.0,2.0,5.0,14.0,17.0,,20.0,61.0,0.32799999999999996,4.0,11.0,0.364,14.0,20.0,0.7,10.0,43.0,12.0,10.0,2.0,13.0,15.0,Florida Atlantic
3076,14,2018-01-04,,Alabama-Birmingham,L,44.0,75.0,18.0,61.0,0.295,3.0,23.0,0.13,5.0,8.0,0.625,10.0,29.0,10.0,10.0,3.0,16.0,16.0,,31.0,57.0,0.544,7.0,14.0,0.5,6.0,9.0,0.667,5.0,37.0,17.0,7.0,2.0,13.0,10.0,Florida Atlantic
3077,15,2018-01-06,,Middle Tennessee,L,57.0,61.0,21.0,51.0,0.41200000000000003,1.0,11.0,0.091,14.0,17.0,0.8240000000000001,3.0,31.0,8.0,3.0,4.0,20.0,22.0,,23.0,60.0,0.38299999999999995,2.0,11.0,0.182,13.0,25.0,0.52,11.0,36.0,6.0,11.0,2.0,14.0,20.0,Florida Atlantic
3078,16,2018-01-11,@,UTEP,W,73.0,66.0,25.0,66.0,0.379,6.0,15.0,0.4,17.0,22.0,0.773,12.0,45.0,9.0,8.0,4.0,13.0,13.0,,23.0,56.0,0.41100000000000003,9.0,25.0,0.36,11.0,18.0,0.611,2.0,27.0,11.0,9.0,4.0,13.0,21.0,Florida Atlantic
3079,17,2018-01-13,@,UTSA,W,73.0,69.0,24.0,69.0,0.348,9.0,20.0,0.45,16.0,24.0,0.667,11.0,39.0,11.0,5.0,4.0,5.0,18.0,,23.0,62.0,0.371,8.0,28.0,0.28600000000000003,15.0,17.0,0.882,6.0,40.0,13.0,5.0,4.0,10.0,19.0,Florida Atlantic
3080,18,2018-01-18,,Charlotte,W,75.0,64.0,30.0,62.0,0.484,6.0,12.0,0.5,9.0,16.0,0.563,9.0,32.0,14.0,11.0,3.0,11.0,19.0,,25.0,51.0,0.49,5.0,14.0,0.35700000000000004,9.0,18.0,0.5,7.0,26.0,6.0,6.0,1.0,16.0,14.0,Florida Atlantic
3081,19,2018-01-20,,Old Dominion,L,62.0,73.0,24.0,58.0,0.414,7.0,16.0,0.43799999999999994,7.0,11.0,0.636,10.0,32.0,11.0,3.0,2.0,21.0,25.0,,25.0,50.0,0.5,3.0,10.0,0.3,20.0,30.0,0.667,6.0,25.0,15.0,17.0,3.0,10.0,13.0,Florida Atlantic
3082,20,2018-01-25,@,North Texas,L,53.0,59.0,21.0,56.0,0.375,1.0,11.0,0.091,10.0,14.0,0.7140000000000001,8.0,28.0,6.0,7.0,6.0,11.0,20.0,,21.0,55.0,0.382,3.0,12.0,0.25,14.0,20.0,0.7,13.0,40.0,9.0,4.0,4.0,14.0,16.0,Florida Atlantic
3083,21,2018-01-27,@,Rice,W,63.0,62.0,24.0,60.0,0.4,6.0,19.0,0.316,9.0,11.0,0.818,10.0,37.0,13.0,2.0,2.0,8.0,15.0,,25.0,59.0,0.424,8.0,23.0,0.348,4.0,8.0,0.5,9.0,34.0,15.0,2.0,4.0,5.0,12.0,Florida Atlantic
3084,22,2018-02-01,,Louisiana Tech,L,62.0,67.0,26.0,55.0,0.473,2.0,11.0,0.182,8.0,15.0,0.5329999999999999,5.0,33.0,9.0,2.0,7.0,14.0,18.0,,23.0,60.0,0.38299999999999995,6.0,17.0,0.353,15.0,20.0,0.75,10.0,36.0,8.0,7.0,1.0,11.0,15.0,Florida Atlantic
3085,23,2018-02-03,,Southern Miss,L,66.0,77.0,19.0,50.0,0.38,7.0,18.0,0.389,21.0,29.0,0.7240000000000001,15.0,32.0,9.0,4.0,1.0,13.0,24.0,,23.0,44.0,0.523,8.0,12.0,0.667,23.0,32.0,0.7190000000000001,4.0,23.0,9.0,6.0,2.0,8.0,21.0,Florida Atlantic
3086,24,2018-02-08,@,Western Kentucky,L,63.0,75.0,23.0,55.0,0.418,3.0,14.0,0.214,14.0,21.0,0.667,11.0,35.0,11.0,3.0,3.0,12.0,23.0,,26.0,55.0,0.473,4.0,16.0,0.25,19.0,25.0,0.76,6.0,28.0,10.0,5.0,4.0,6.0,13.0,Florida Atlantic
3087,25,2018-02-10,@,Marshall,L,68.0,79.0,25.0,73.0,0.342,7.0,15.0,0.467,11.0,14.0,0.7859999999999999,13.0,38.0,18.0,9.0,1.0,10.0,18.0,,28.0,66.0,0.424,12.0,37.0,0.324,11.0,14.0,0.7859999999999999,13.0,45.0,22.0,4.0,7.0,15.0,11.0,Florida Atlantic
3088,26,2018-02-17,,Florida International,W,77.0,72.0,27.0,60.0,0.45,8.0,19.0,0.42100000000000004,15.0,16.0,0.938,10.0,27.0,20.0,7.0,2.0,12.0,16.0,,27.0,59.0,0.45799999999999996,3.0,14.0,0.214,15.0,20.0,0.75,13.0,35.0,7.0,8.0,1.0,14.0,15.0,Florida Atlantic
3089,27,2018-02-22,,Rice,L (1 OT),76.0,79.0,26.0,66.0,0.39399999999999996,6.0,24.0,0.25,18.0,24.0,0.75,12.0,51.0,15.0,2.0,5.0,13.0,19.0,,29.0,73.0,0.397,11.0,37.0,0.297,10.0,18.0,0.556,7.0,37.0,12.0,8.0,1.0,6.0,17.0,Florida Atlantic
3090,28,2018-02-24,,North Texas,W,74.0,54.0,25.0,58.0,0.431,6.0,17.0,0.353,18.0,22.0,0.818,8.0,40.0,11.0,8.0,8.0,13.0,19.0,,21.0,67.0,0.313,4.0,21.0,0.19,8.0,16.0,0.5,15.0,43.0,5.0,4.0,3.0,15.0,16.0,Florida Atlantic
3091,29,2018-03-01,@,Old Dominion,L,64.0,69.0,22.0,61.0,0.361,5.0,14.0,0.35700000000000004,15.0,18.0,0.833,11.0,37.0,11.0,1.0,5.0,10.0,18.0,,23.0,60.0,0.38299999999999995,4.0,21.0,0.19,19.0,23.0,0.826,13.0,41.0,15.0,5.0,6.0,6.0,14.0,Florida Atlantic
3092,30,2018-03-03,@,Charlotte,L,78.0,85.0,30.0,75.0,0.4,8.0,23.0,0.348,10.0,12.0,0.833,14.0,36.0,15.0,7.0,8.0,12.0,22.0,,24.0,54.0,0.444,7.0,17.0,0.41200000000000003,30.0,32.0,0.938,4.0,35.0,7.0,8.0,5.0,13.0,15.0,Florida Atlantic
3093,31,2018-03-07,N,Alabama-Birmingham,L,72.0,83.0,28.0,68.0,0.41200000000000003,6.0,23.0,0.261,10.0,12.0,0.833,7.0,28.0,19.0,7.0,2.0,10.0,17.0,,33.0,60.0,0.55,6.0,19.0,0.316,11.0,13.0,0.846,6.0,37.0,16.0,3.0,4.0,14.0,9.0,Florida Atlantic
3095,1,2017-11-11,,Illinois State,W,98.0,87.0,32.0,65.0,0.49200000000000005,7.0,23.0,0.304,27.0,37.0,0.73,13.0,43.0,16.0,9.0,5.0,11.0,16.0,,33.0,65.0,0.508,14.0,29.0,0.483,7.0,16.0,0.43799999999999994,3.0,22.0,24.0,3.0,5.0,11.0,26.0,Florida Gulf Coast
3096,2,2017-11-13,@,Siena,W,86.0,53.0,33.0,64.0,0.516,6.0,20.0,0.3,14.0,20.0,0.7,15.0,41.0,16.0,10.0,3.0,14.0,20.0,,19.0,63.0,0.302,3.0,15.0,0.2,12.0,21.0,0.5710000000000001,15.0,30.0,7.0,7.0,4.0,13.0,15.0,Florida Gulf Coast
3097,3,2017-11-18,@,Bowling Green State,L,80.0,83.0,30.0,71.0,0.423,6.0,23.0,0.261,14.0,19.0,0.737,9.0,40.0,13.0,6.0,5.0,16.0,23.0,,27.0,66.0,0.409,6.0,15.0,0.4,23.0,33.0,0.6970000000000001,11.0,42.0,10.0,7.0,4.0,14.0,19.0,Florida Gulf Coast
3098,4,2017-11-21,@,Middle Tennessee,L,72.0,85.0,21.0,49.0,0.429,3.0,17.0,0.17600000000000002,27.0,38.0,0.711,6.0,30.0,10.0,5.0,2.0,16.0,26.0,,28.0,58.0,0.483,6.0,19.0,0.316,23.0,32.0,0.7190000000000001,9.0,36.0,17.0,10.0,2.0,12.0,28.0,Florida Gulf Coast
3099,5,2017-11-24,,Denver,W,79.0,71.0,26.0,54.0,0.48100000000000004,9.0,24.0,0.375,18.0,23.0,0.7829999999999999,8.0,24.0,16.0,8.0,4.0,9.0,17.0,,28.0,55.0,0.509,5.0,18.0,0.278,10.0,16.0,0.625,9.0,31.0,14.0,5.0,1.0,15.0,22.0,Florida Gulf Coast
3100,6,2017-11-25,,Navy,W,70.0,54.0,27.0,51.0,0.529,7.0,18.0,0.389,9.0,10.0,0.9,8.0,38.0,9.0,4.0,4.0,18.0,17.0,,20.0,58.0,0.345,2.0,18.0,0.111,12.0,16.0,0.75,9.0,21.0,3.0,8.0,0.0,10.0,15.0,Florida Gulf Coast
3101,7,2017-11-26,,St. Francis (NY),W,75.0,51.0,29.0,61.0,0.475,3.0,7.0,0.429,14.0,19.0,0.737,8.0,34.0,15.0,4.0,1.0,11.0,15.0,,19.0,52.0,0.365,4.0,21.0,0.19,9.0,18.0,0.5,3.0,23.0,5.0,6.0,3.0,13.0,17.0,Florida Gulf Coast
3102,8,2017-11-29,,Webber,W,115.0,61.0,45.0,81.0,0.556,9.0,25.0,0.36,16.0,22.0,0.727,21.0,55.0,29.0,14.0,3.0,9.0,9.0,,25.0,64.0,0.391,8.0,27.0,0.29600000000000004,3.0,4.0,0.75,5.0,19.0,11.0,7.0,2.0,18.0,16.0,Florida Gulf Coast
3103,9,2017-12-02,,Middle Tennessee,L,76.0,81.0,25.0,52.0,0.48100000000000004,7.0,17.0,0.41200000000000003,19.0,27.0,0.7040000000000001,7.0,26.0,14.0,8.0,1.0,15.0,22.0,,29.0,60.0,0.483,4.0,15.0,0.267,19.0,25.0,0.76,12.0,36.0,14.0,6.0,2.0,18.0,23.0,Florida Gulf Coast
